2 	8.6	9.2	0.0	0.0	8.9	0.0
28 	8.8	8.4	0.0	66906511892130383790080.0	8.6	0.0
0 	8.3	8.6	0.0	-16537675228541616128.0	8.5	0.0
19 	7.0	9.6	0.0	0.0	8.3	0.0
42 	8.1	7.5	0.0	0.0	7.8	0.0
44 	9.7	5.3	0.0	0.0	7.5	0.0
4 	9.0	5.9	0.0	2714893287424.0	7.4	0.0
12 	9.3	5.6	0.0	2714893287424.0	7.4	0.0
32 	2.6	8.6	9.4	-16298773342058446848.0	6.9	0.0
29 	5.1	5.4	9.9	0.0	6.8	0.0
33 	3.9	9.5	7.0	0.0	6.8	0.0
17 	2.6	9.1	8.0	0.0	6.6	0.0
11 	5.8	6.9	6.7	0.0	6.5	0.0
38 	8.6	4.1	6.5	-16298377517872447488.0	6.4	0.0
18 	5.6	7.3	6.2	0.0	6.4	0.0
41 	1.7	9.7	7.1	0.0	6.2	0.0
26 	4.3	5.0	8.7	1562731479040.0	6.0	0.0
34 	3.4	7.8	6.7	-16298597420198002688.0	6.0	0.0
23 	5.7	2.4	9.5	0.0	5.9	0.0
8 	8.2	3.0	6.2	0.0	5.8	0.0
30 	3.2	6.0	7.6	0.0	5.6	0.0
25 	6.7	3.4	6.4	0.0	5.5	0.0
7 	6.8	6.7	2.9	0.0	5.5	0.0
27 	0.8	7.6	7.8	0.0	5.4	0.0
36 	1.7	9.2	5.2	-16298579828011958272.0	5.4	0.0
15 	3.7	9.8	2.4	0.0	5.3	0.0
45 	6.5	0.6	8.3	0.0	5.1	0.0
39 	8.9	4.4	1.9	0.0	5.1	0.0
43 	2.7	6.7	5.6	0.0	5.0	0.0
13 	4.2	2.9	7.3	0.0	4.8	0.0
1 	1.5	9.3	3.5	0.0	4.8	0.0
24 	8.2	4.5	1.4	-16537684024634638336.0	4.7	0.0
37 	5.6	0.1	8.0	0.0	4.6	0.0
47 	7.1	3.2	2.9	0.0	4.4	0.0
9 	2.3	6.7	3.5	0.0	4.2	0.0
14 	2.1	1.9	8.4	-16298377517872447488.0	4.1	0.0
31 	6.8	3.9	1.2	0.0	4.0	0.0
6 	7.2	3.6	1.1	2166511632384.0	4.0	0.0
20 	0.5	2.5	8.4	0.0	3.8	0.0
3 	2.1	6.2	2.7	0.0	3.7	0.0
35 	0.1	9.7	0.2	0.0	3.3	0.0
40 	4.0	2.9	3.1	2714903773184.0	3.3	0.0
16 	1.5	7.0	1.3	-16298373119825936384.0	3.3	0.0
5 	2.6	4.0	2.6	0.0	3.1	0.0
48 	0.3	1.9	7.0	0.0	3.1	0.0
49 	6.8	0.8	1.5	0.0	3.0	0.0
22 	4.6	2.9	1.3	-16537947907425304576.0	2.9	0.0
46 	1.9	2.4	2.8	0.0	2.4	0.0
21 	2.7	3.6	0.5	0.0	2.3	0.0
10 	2.9	0.2	2.2	-16537947907425304576.0	1.8	0.0
